"","TRUST_SCI_expert","TRUST_SCI_honest","TRUST_SCI_concerned","TRUST_SCI_open","TRUST_SCI_intellig","TRUST_SCI_ethical","TRUST_SCI_improve","TRUST_SCI_trans","TRUST_SCI_qualified","TRUST_SCI_sincere","TRUST_SCI_otherint","TRUST_SCI_otherviews"
"28582",3,3,4,3,4,3,3,4,4,4,3,3
"28583",4,4,5,3,4,4,5,3,5,4,4,3
"28584",4,5,4,4,4,4,5,4,4,4,5,4
"28585",1,1,1,1,1,1,1,1,1,1,1,1
"28586",3,4,4,3,3,3,3,3,4,4,3,3
"28587",4,4,2,2,4,4,2,3,4,4,2,1
"28588",4,2,4,2,3,2,3,1,4,2,2,1
"28589",4,5,5,4,5,4,4,4,5,5,4,3
"28590",2,4,4,2,4,5,4,4,4,4,5,3
"28591",4,4,3,3,4,3,3,3,4,4,3,3
"28592",1,1,1,1,2,1,1,1,2,1,1,1
"28593",5,5,5,4,5,4,4,4,5,4,4,4
"28594",4,4,4,4,4,4,4,4,4,4,4,4
"28595",3,3,4,4,4,4,3,3,3,3,2,2
"28596",4,4,5,5,4,5,4,4,4,4,4,4
"28597",4,4,4,4,4,3,3,4,4,4,3,3
"28598",5,5,4,4,5,3,4,5,5,4,4,5
"28599",5,4,3,3,4,4,5,3,5,4,3,4
"28600",3,4,4,4,3,4,3,3,2,3,3,4
"28601",4,4,2,3,5,4,3,4,5,3,3,2
"28602",3,4,4,3,3,2,2,2,2,3,2,3
"28603",2,4,2,2,5,2,2,2,4,3,1,2
"28604",4,5,4,4,5,4,4,2,4,5,4,2
"28605",5,5,4,4,5,4,4,4,5,5,4,4
"28606",5,5,5,4,5,5,5,5,5,5,4,4
"28607",3,3,4,2,3,3,4,5,4,3,2,4
"28608",2,4,5,4,4,4,5,4,4,4,4,4
"28609",4,3,3,3,5,3,4,5,5,4,3,2
"28610",4,4,3,4,4,4,3,4,4,4,2,2
"28611",5,5,5,5,5,5,5,5,5,5,5,5
"28612",3,4,4,3,5,3,3,3,4,4,3,3
"28613",3,3,3,3,3,3,3,3,4,4,2,4
"28614",4,4,5,5,4,4,3,3,4,5,4,4
"28615",4,4,3,4,4,3,4,3,4,3,4,4
"28616",4,5,4,4,5,3,5,4,5,4,5,3
"28617",4,4,5,5,4,4,4,5,5,4,4,3
"28618",4,5,3,5,5,4,3,4,5,4,5,5
"28619",4,5,4,5,5,4,5,5,5,4,3,5
"28620",5,2,5,4,5,4,3,4,5,5,5,4
"28621",5,2,3,3,5,4,5,3,5,5,2,3
"28622",4,4,2,4,4,2,3,4,4,3,4,3
"28623",5,5,5,4,5,4,4,4,5,5,4,4
"28624",4,4,4,4,5,4,4,4,5,4,4,4
"28625",5,4,5,4,5,5,5,4,5,4,4,3
"28626",4,5,4,3,4,4,4,4,4,4,4,4
"28627",5,4,3,3,5,5,5,5,5,5,3,3
"28628",4,3,3,3,4,3,3,2,4,3,3,3
"28629",5,4,5,4,5,4,5,4,5,4,4,4
"28630",5,5,5,4,4,5,5,4,4,4,3,3
"28631",5,5,5,4,5,5,5,4,5,5,5,4
"28632",3,3,3,3,4,4,3,3,4,4,3,3
"28633",5,4,4,4,5,4,4,4,5,4,4,4
"28634",4,4,5,4,5,4,4,3,5,3,3,3
"28635",3,3,3,3,3,3,3,2,3,3,3,3
"28636",4,3,3,3,3,3,4,4,4,4,4,3
"28637",4,4,4,4,4,4,4,4,4,4,4,3
"28638",4,3,4,2,5,2,3,2,4,4,3,1
"28639",4,3,4,4,4,3,3,3,2,3,2,2
"28640",4,4,4,4,5,5,4,4,4,4,4,4
"28641",5,5,4,3,5,4,4,4,5,5,3,2
"28642",4,4,4,4,5,4,4,3,4,4,4,3
"28643",3,3,3,4,4,4,4,3,4,4,4,3
"28644",5,5,5,5,5,5,5,5,5,5,5,4
"28645",4,4,4,4,5,4,4,4,4,4,3,4
"28646",3,3,3,3,3,3,3,3,3,3,3,2
"28647",4,4,4,3,4,4,4,5,3,4,4,3
"28648",4,4,4,4,4,4,4,4,4,4,4,4
"28649",4,4,4,4,5,4,4,3,4,4,4,4
"28650",3,4,5,4,4,4,4,4,3,3,3,3
"28651",5,4,5,3,5,5,5,4,5,5,3,3
"28652",4,3,4,3,3,2,4,3,2,4,3,4
"28653",4,4,5,4,5,4,5,3,5,4,4,4
"28654",5,4,5,3,4,4,4,4,5,5,4,4
"28655",4,4,4,3,4,3,4,3,4,3,3,3
"28656",4,4,4,3,4,4,4,3,4,3,3,3
"28657",5,5,5,3,5,4,4,3,5,4,4,3
"28658",4,4,4,3,4,4,4,3,5,4,4,3
"28659",4,3,2,3,4,3,3,4,4,4,3,3
"28660",1,1,2,4,1,2,2,1,2,2,1,1
"28661",5,4,4,3,5,4,4,3,5,4,4,2
"28662",4,3,3,2,4,4,4,3,4,4,4,3
"28663",4,3,4,4,4,4,4,4,4,4,4,4
"28664",5,5,4,3,4,3,4,2,4,3,2,2
"28665",4,4,4,4,5,4,4,4,4,4,3,3
"28666",5,5,3,5,4,5,4,4,5,5,3,4
"28667",3,4,3,3,4,3,4,3,3,3,3,3
"28668",1,4,3,3,5,4,5,4,5,4,4,4
"28669",5,5,5,5,5,5,5,5,5,5,4,4
"28670",4,4,5,4,5,3,4,3,4,4,4,4
"28671",4,5,3,3,5,4,3,4,4,4,4,4
"28672",4,4,3,3,5,4,4,4,5,3,4,3
"28673",4,4,4,3,4,3,4,3,4,4,3,3
"28674",5,5,5,4,5,5,5,5,5,5,5,4
"28675",4,5,3,4,4,4,4,3,4,4,4,4
"28676",5,5,5,4,5,5,5,5,5,5,5,5
"28677",5,4,5,3,5,4,4,3,5,4,4,2
"28678",5,4,4,3,4,3,5,4,4,4,3,3
"28679",3,3,3,3,4,3,3,3,3,3,3,3
"28680",4,3,4,4,4,3,3,3,3,3,3,3
"28681",5,4,4,4,5,4,4,4,4,4,4,4
"28682",4,4,4,3,4,4,4,3,4,4,3,3
"28683",5,4,4,4,5,4,4,4,4,4,3,3
"28684",4,4,3,2,4,4,4,3,4,4,3,3
"28685",4,4,4,3,4,4,4,4,4,4,4,4
"28686",4,3,5,3,4,4,4,3,4,4,4,4
"28687",4,4,4,2,4,3,5,2,4,3,2,2
"28688",4,4,4,3,5,3,4,3,4,5,4,3
"28689",5,5,5,4,5,5,5,5,4,5,4,4
"28690",3,2,3,2,3,3,4,2,3,2,2,3
"28691",2,5,4,5,3,2,5,3,2,1,3,2
"28692",4,3,4,2,3,2,4,2,3,3,2,4
"28693",5,5,4,4,5,5,4,4,4,5,4,3
"28694",5,4,5,4,5,3,4,5,5,3,4,5
"28695",5,5,4,3,3,4,3,4,3,3,3,3
"28696",3,3,3,3,3,3,3,3,3,3,3,3
"28697",4,4,4,1,5,4,3,4,4,4,3,2
"28698",5,4,4,4,4,4,4,4,4,4,4,4
"28699",5,4,4,3,4,4,5,4,5,4,4,3
"28700",3,4,5,4,5,3,4,4,4,4,3,2
"28701",3,4,2,3,5,3,3,3,4,4,4,4
"28702",4,3,3,3,4,3,3,3,4,3,3,3
"28703",4,4,3,4,4,2,3,2,4,3,3,3
"28704",3,3,4,3,4,3,4,3,5,3,3,3
"28705",3,3,3,3,3,3,3,3,3,3,3,3
"28706",3,4,2,4,5,4,3,3,5,5,2,2
"28707",2,3,4,2,5,2,4,2,4,4,2,1
"28708",4,5,4,3,5,4,3,3,4,4,4,3
"28709",4,5,3,2,4,3,5,3,5,5,3,2
"28710",4,4,4,2,5,3,3,3,5,4,3,3
"28711",4,4,4,4,4,3,4,3,5,4,4,3
"28712",3,4,3,2,4,3,4,3,3,4,2,4
"28713",4,4,5,3,4,3,4,3,4,4,3,3
"28714",5,5,5,5,5,5,5,4,5,5,4,4
"28715",3,3,3,2,4,5,4,3,4,3,3,3
"28716",3,5,4,3,5,3,4,3,3,4,4,3
"28717",5,4,5,4,5,4,4,3,4,4,5,4
"28718",3,4,4,3,4,4,4,3,3,4,3,3
"28719",5,5,3,3,5,4,3,3,5,5,3,3
"28720",4,4,5,3,5,3,4,3,4,4,4,3
"28721",5,4,4,3,5,3,4,3,5,4,4,4
"28722",5,5,5,4,5,5,5,5,5,5,3,4
"28723",4,4,4,3,4,4,4,4,4,4,3,2
"28724",4,3,3,3,4,3,3,3,4,3,3,3
"28725",5,4,4,3,5,4,4,4,5,4,2,2
"28726",5,3,4,3,5,3,5,3,5,3,3,4
"28727",5,5,4,4,4,4,5,5,5,4,5,3
"28728",4,4,5,4,4,4,4,4,4,4,4,4
"28729",4,4,4,4,4,3,4,4,4,4,4,3
"28730",5,4,3,4,5,4,4,3,5,5,4,3
"28731",3,3,3,3,3,3,3,3,3,3,3,3
"28732",3,3,3,3,4,3,3,3,4,3,3,2
"28733",4,4,4,4,4,4,4,4,4,4,4,4
"28734",4,4,4,4,5,4,3,4,5,3,4,3
"28735",5,5,5,4,5,4,5,4,4,4,4,4
"28736",5,5,4,4,5,4,4,4,4,4,4,5
"28737",4,4,3,2,4,3,3,3,4,3,3,3
"28738",3,4,3,3,4,3,4,3,4,3,3,3
"28739",5,4,3,3,4,3,3,3,4,4,3,3
"28740",5,5,5,4,5,5,5,4,5,5,4,4
"28741",5,4,5,4,5,4,4,4,4,4,4,3
"28742",4,4,4,3,3,4,4,3,3,4,2,2
"28743",4,3,3,3,4,3,3,3,5,4,2,2
"28744",4,3,3,2,3,3,4,3,4,3,2,4
"28745",5,4,4,4,5,4,4,3,5,4,3,4
"28746",5,5,5,5,5,3,5,4,5,5,5,4
"28747",4,4,4,4,4,4,4,4,4,4,3,4
"28748",4,4,4,3,4,4,4,3,4,4,4,4
"28749",3,3,4,3,3,3,4,3,5,4,3,2
"28750",4,5,4,3,5,4,4,2,4,4,3,3
"28751",4,5,3,3,3,3,3,3,5,5,3,3
"28752",4,3,5,3,5,4,4,3,4,3,3,4
"28753",5,4,3,3,4,3,4,3,4,4,3,3
"28754",4,3,5,3,4,4,4,3,4,4,3,2
"28755",5,5,5,3,4,5,3,4,4,4,3,3
"28756",5,5,4,4,5,5,5,5,5,5,4,5
"28757",4,3,4,4,5,4,4,3,4,4,4,3
"28758",5,5,5,5,5,5,5,5,5,5,5,5
"28759",3,2,2,1,4,3,2,3,3,3,2,2
"28760",4,3,2,2,4,3,3,1,4,3,3,2
"28761",5,4,5,4,5,4,5,4,5,5,4,4
"28762",4,3,3,4,5,4,3,3,4,3,3,4
"28763",4,4,4,3,5,3,4,3,4,4,3,3
"28764",4,4,4,4,4,4,4,4,4,4,4,3
"28765",5,5,5,3,5,3,4,3,5,5,3,4
"28766",5,4,3,4,5,3,3,4,5,4,3,4
"28767",3,4,3,3,4,3,3,3,4,4,4,3
"28768",5,5,4,4,5,4,4,4,5,5,5,4
"28769",5,4,3,3,3,3,3,3,4,4,4,4
"28770",4,3,3,4,3,3,4,4,4,3,4,4
"28771",3,3,3,3,3,3,3,3,3,3,3,3
"28772",4,4,3,3,5,3,3,3,4,4,3,3
"28773",4,3,4,3,4,3,4,3,4,3,4,3
"28774",5,5,4,2,5,5,4,2,4,5,3,3
"28775",4,4,3,3,4,3,3,3,3,3,3,3
"28776",4,5,4,4,5,3,4,4,4,4,4,4
"28777",4,4,4,3,5,4,4,4,4,4,4,4
"28778",5,5,4,4,5,4,3,4,5,4,3,4
"28779",3,3,3,3,4,3,3,3,3,3,3,3
"28780",5,4,5,4,4,4,4,4,5,4,4,4
"28781",4,5,5,5,4,4,4,4,5,4,2,2
"28782",3,3,4,1,4,2,4,1,4,4,3,1
"28783",5,4,3,4,5,4,4,5,5,5,4,2
"28784",2,2,3,2,3,3,3,3,3,3,3,2
"28785",5,4,5,4,5,4,4,4,5,4,4,4
"28786",5,5,4,3,5,5,5,4,5,5,4,5
"28787",4,4,4,3,4,3,4,3,5,4,3,3
"28788",5,5,5,4,5,3,5,3,5,4,2,3
"28789",3,4,4,3,4,3,4,3,3,3,3,3
"28790",5,5,4,3,5,4,3,3,4,4,3,3
"28791",4,4,3,3,3,3,3,3,3,3,3,2
"28792",3,3,3,2,3,3,3,2,3,3,3,3
"28793",5,5,5,3,5,3,5,3,4,3,3,4
"28794",5,4,4,4,5,4,4,3,5,4,4,4
"28795",5,5,5,4,5,5,5,5,5,5,5,4
"28796",4,4,5,4,4,4,5,3,3,3,4,2
"28797",4,4,3,3,4,3,3,3,4,4,3,3
"28798",3,3,3,3,3,3,3,3,3,3,3,3
"28799",4,3,2,2,4,3,3,3,3,4,2,2
"28800",4,3,3,3,3,3,4,3,4,3,3,3
"28801",4,4,3,3,4,3,4,3,4,4,3,3
"28802",4,5,5,4,4,3,4,4,4,4,4,4
"28803",5,5,5,5,5,5,5,5,5,5,5,5
"28804",4,4,4,3,3,4,4,3,4,3,3,3
"28805",4,4,4,3,4,4,4,4,4,4,4,3
"28806",4,5,5,4,4,4,4,5,4,5,3,4
"28807",4,4,4,4,5,4,4,4,5,4,5,4
"28808",4,4,4,3,5,3,4,3,4,3,3,3
"28809",5,4,4,3,5,5,4,3,5,4,3,3
"28810",3,4,4,4,4,3,4,3,4,4,4,3
"28811",4,4,3,4,4,4,3,3,4,4,3,3
"28812",4,4,4,4,4,4,4,4,4,4,4,4
"28813",4,4,3,2,5,4,4,3,4,4,3,2
"28814",4,4,4,4,5,5,5,4,5,5,5,4
"28815",5,4,5,3,5,3,4,3,4,4,3,3
"28816",4,4,4,4,4,3,4,4,5,5,4,4
"28817",4,5,4,3,4,4,4,4,5,5,4,4
"28818",4,3,2,2,4,2,2,3,5,3,2,2
"28819",5,5,5,4,5,5,5,4,5,4,5,3
"28820",5,2,4,2,5,2,4,2,4,4,3,3
"28821",5,5,5,4,5,3,4,4,5,5,5,4
"28822",5,4,5,3,4,3,4,3,5,4,4,4
"28823",5,5,4,4,5,5,4,4,5,5,4,4
"28824",3,3,3,3,4,3,3,3,3,4,3,3
"28825",4,3,5,3,3,4,4,3,5,3,5,4
"28826",5,5,5,4,5,5,5,5,5,5,3,4
"28827",4,3,4,3,5,3,4,4,4,4,3,2
"28828",5,4,4,4,4,4,4,4,4,4,4,4
"28829",5,4,5,3,5,4,4,3,4,4,3,3
"28830",5,3,4,3,5,4,3,3,5,4,3,3
"28831",4,3,3,3,5,3,3,3,4,3,3,3
"28832",5,4,5,5,5,5,5,5,5,5,5,5
"28833",4,4,4,3,4,4,4,4,4,4,4,3
"28834",3,3,4,2,4,3,4,3,4,4,3,3
"28835",4,4,4,4,4,4,4,3,4,4,3,4
"28836",4,4,4,3,5,4,5,3,4,5,3,3
"28837",5,4,3,3,5,4,5,3,5,4,3,3
"28838",5,3,3,3,3,3,3,3,3,3,3,2
"28839",4,4,3,4,5,3,4,3,4,3,3,3
"28840",4,4,2,4,4,3,3,3,4,4,3,3
"28841",4,5,4,4,4,3,5,5,5,5,5,4
"28842",3,4,3,4,4,4,4,4,4,4,4,4
"28843",4,5,5,2,5,5,4,3,4,5,3,3
"28844",5,4,4,4,5,4,4,3,4,3,3,3
"28845",3,4,4,4,4,3,4,4,4,5,4,4
"28846",5,5,5,4,5,4,4,4,5,5,4,4
"28847",5,5,5,4,5,4,4,4,5,4,4,3
"28848",4,3,4,2,4,3,4,3,4,4,3,3
"28849",4,4,5,3,5,3,4,3,5,4,4,3
"28850",4,4,4,4,5,4,4,4,4,4,3,4
"28851",4,3,4,4,4,4,4,4,4,4,4,3
"28852",5,5,5,5,5,5,4,5,5,5,5,5
"28853",4,4,4,3,4,3,3,3,4,4,4,3
"28854",4,5,4,4,4,2,3,3,4,3,3,4
"28855",5,5,5,4,5,5,4,4,5,5,4,3
"28856",4,4,4,4,4,4,4,4,4,4,3,3
"28857",4,4,4,5,4,4,4,4,4,4,5,4
"28858",4,4,4,3,5,5,5,4,4,4,4,4
"28859",5,5,5,4,4,4,4,3,3,3,3,3
"28860",4,4,5,3,4,3,4,3,4,4,4,4
"28861",5,5,5,4,5,5,5,4,5,5,5,4
"28862",4,4,3,3,5,4,4,3,4,4,3,3
"28863",4,3,3,2,5,4,4,3,5,4,3,2
"28864",5,5,5,5,5,4,5,4,5,4,5,4
"28865",5,5,5,4,4,5,5,4,5,5,4,4
"28866",4,3,3,3,4,4,5,4,4,4,4,4
"28867",5,4,3,2,5,3,4,2,4,4,3,3
"28868",4,3,3,2,4,4,4,5,4,5,3,4
"28869",3,3,3,3,3,3,4,3,3,3,3,3
"28870",5,4,4,3,4,3,4,4,4,4,3,3
"28871",4,4,3,3,5,4,4,3,4,4,3,3
"28872",5,4,4,3,4,4,3,3,4,4,3,3
"28873",5,4,4,3,5,4,4,3,5,4,4,3
"28874",5,5,4,3,5,5,4,4,5,5,4,4
"28875",4,4,3,4,4,3,4,3,3,3,3,3
"28876",3,3,3,3,3,3,3,3,5,3,3,3
"28877",3,4,5,4,4,3,4,4,4,4,4,4
"28878",5,4,4,4,5,4,3,4,5,4,4,4
"28879",4,4,4,2,4,4,5,2,4,4,4,4
"28880",5,4,4,4,5,4,4,4,5,4,4,4
"28881",5,4,4,4,5,4,4,4,4,4,4,4
"28882",4,3,3,3,4,4,3,4,2,5,5,5
"28883",4,3,4,3,3,3,3,3,3,4,3,3
"28884",4,4,3,3,4,3,3,2,3,3,3,2
"28885",4,4,4,2,5,4,4,4,4,4,2,2
"28886",3,4,3,3,5,3,4,3,4,3,4,3
"28887",5,5,5,4,5,5,5,4,5,5,4,4
"28888",4,4,4,2,4,3,2,3,4,4,2,3
"28889",4,4,3,3,4,3,4,3,4,4,3,3
"28890",2,2,4,2,4,4,5,3,2,2,2,2
"28891",4,5,5,4,5,5,4,4,4,4,4,4
"28892",3,4,5,2,4,4,4,3,4,4,4,2
"28893",5,5,5,4,5,4,4,4,5,4,4,4
"28894",3,3,4,3,5,3,4,3,4,3,3,3
"28895",4,5,5,4,5,4,5,3,5,4,4,3
"28896",5,4,5,4,5,4,5,4,5,5,4,4
"28897",5,5,5,5,5,5,5,5,5,5,5,5
"28898",5,5,4,2,5,5,5,3,5,3,3,4
"28899",4,4,4,3,4,3,3,3,4,4,3,3
"28900",4,5,4,4,4,4,4,5,4,5,4,4
"28901",3,4,2,3,4,3,4,3,4,3,4,3
"28902",4,4,5,5,5,4,4,5,5,4,5,5
"28903",4,5,5,4,5,4,5,4,5,5,4,3
"28904",3,4,3,3,5,3,4,3,3,4,3,3
"28905",5,5,5,3,5,5,5,3,5,5,5,3
"28906",4,4,3,3,4,2,3,3,3,3,3,4
"28907",4,4,3,5,4,4,4,5,5,4,3,3
"28908",4,4,4,3,4,4,4,4,4,4,4,4
"28909",3,3,3,2,4,3,2,2,4,3,2,2
"28910",5,4,3,4,5,4,5,3,4,4,3,2
"28911",5,5,4,4,5,5,4,3,5,5,3,4
"28912",4,4,3,3,4,4,3,4,4,4,3,4
"28913",5,5,5,4,5,4,4,4,5,4,4,4
"28914",4,5,5,3,4,4,4,3,5,4,3,3
"28915",4,4,5,3,5,3,3,3,5,5,3,3
"28916",5,5,5,4,4,5,5,4,4,5,4,2
"28917",4,4,5,4,5,4,4,3,4,4,3,4
"28918",4,3,2,3,4,5,2,1,4,3,3,1
"28919",5,5,3,2,4,3,3,2,5,3,3,3
"28920",2,4,4,2,4,4,4,2,4,4,4,2
"28921",4,3,3,4,4,3,4,3,4,4,3,3
"28922",4,3,4,3,3,4,3,2,3,3,3,2
"28923",5,4,4,3,5,4,4,4,5,4,4,4
"28924",4,4,3,2,5,3,5,4,4,4,4,2
"28925",4,4,4,4,5,4,4,3,4,4,4,3
"28926",4,4,3,4,4,3,4,4,5,4,3,2
"28927",4,3,2,1,4,4,3,2,3,3,1,4
"28928",5,4,5,3,5,4,4,3,5,4,4,4
"28929",4,4,5,4,5,4,5,4,4,4,4,3
"28930",4,4,4,3,5,3,3,3,3,3,3,3
"28931",3,1,1,1,3,1,2,1,5,1,1,1
"28932",4,4,5,4,5,3,4,4,4,5,5,3
"28933",5,4,3,2,5,4,3,2,5,4,3,1
"28934",5,5,4,3,4,4,4,3,5,4,4,3
"28935",4,5,5,4,5,5,4,4,5,5,3,4
"28936",3,3,3,3,3,3,4,4,3,3,3,3
"28937",5,5,4,3,5,4,4,4,4,4,3,3
"28938",4,4,3,4,4,3,4,3,4,4,3,4
"28939",5,5,4,3,5,4,4,5,5,5,4,3
"28940",5,5,3,4,5,4,4,5,5,5,4,4
"28941",4,3,3,3,4,4,3,3,4,4,3,3
"28942",4,4,3,3,4,3,3,3,4,3,3,3
"28943",4,4,3,3,4,4,3,4,4,4,3,3
"28944",4,4,3,3,3,5,4,3,5,5,3,3
"28945",3,3,2,2,4,3,3,2,3,3,2,2
"28946",5,4,4,3,4,4,4,4,4,4,3,3
"28947",4,3,5,4,5,3,4,3,4,4,3,3
"28948",3,3,3,3,3,2,3,3,3,3,3,4
"28949",5,3,3,5,5,5,4,4,4,4,4,4
"28950",5,4,4,3,5,3,3,3,4,4,3,3
"28951",2,3,2,3,2,4,3,3,3,3,2,3
"28952",5,5,3,3,5,5,5,3,5,5,5,5
"28953",4,4,3,3,4,3,3,4,4,4,3,3
"28954",3,3,5,5,4,4,5,4,4,4,4,4
"28955",3,4,4,3,4,4,4,3,4,4,3,3
"28956",3,3,2,3,4,3,3,3,3,4,3,4
"28957",4,3,1,4,5,3,5,2,3,3,5,4
"28958",5,2,2,1,4,3,2,2,3,2,1,2
"28959",1,1,1,3,4,3,5,3,1,1,1,1
"28960",4,4,4,2,4,3,3,5,4,5,1,3
"28961",4,2,3,4,2,4,2,3,5,2,4,1
"28962",3,4,4,3,4,4,3,3,3,3,3,2
"28963",2,3,4,3,2,2,2,4,4,1,4,2
"28964",5,4,2,2,4,2,4,4,4,5,5,4
"28965",4,4,4,5,4,4,4,3,4,4,3,4
"28966",5,4,4,5,4,2,4,5,5,4,4,5
"28967",3,3,3,3,3,3,3,3,3,3,3,3
"28968",3,3,3,4,3,3,4,3,4,4,3,3
"28969",4,3,4,3,5,2,4,3,3,3,3,3
"28970",4,4,3,5,4,4,4,5,4,3,2,5
"28971",4,3,4,2,5,3,4,2,4,3,3,2
"28972",4,4,2,4,5,4,2,2,4,4,3,2
"28973",3,3,3,3,3,3,3,3,3,3,3,3
"28974",2,4,4,2,4,4,4,4,4,4,3,2
"28975",1,1,1,1,3,2,4,2,5,5,5,5
"28976",3,3,4,4,4,3,4,3,4,4,3,4
"28977",4,3,4,3,5,4,4,2,5,4,4,4
"28978",5,4,3,3,5,4,4,4,5,3,3,4
"28979",5,4,3,3,5,4,4,3,5,4,4,4
"28980",4,4,3,2,5,3,4,3,4,5,3,4
"28981",3,3,5,4,4,5,5,2,4,4,5,2
"28982",5,4,5,4,4,3,3,4,4,4,4,2
"28983",4,4,4,5,4,4,5,5,4,5,4,4
"28984",4,4,3,5,4,5,4,4,5,4,4,4
"28985",4,4,3,4,5,4,5,5,4,4,3,4
"28986",5,5,5,5,5,5,5,5,5,5,5,5
"28987",5,4,4,4,5,4,4,4,5,5,5,4
"28988",4,4,3,4,4,4,4,4,5,4,4,4
"28989",4,5,5,4,4,5,5,5,5,5,4,5
"28990",4,4,4,3,5,4,5,5,5,4,4,3
"28991",3,4,2,4,4,4,2,3,4,4,4,3
"28992",5,5,5,5,5,5,5,5,5,5,5,5
"28993",5,5,4,5,5,5,4,4,5,4,5,5
"28994",3,4,4,4,4,3,4,4,4,5,4,3
"28995",4,4,5,3,5,4,5,5,3,4,4,2
"28996",3,4,5,4,4,3,4,5,4,3,4,3
"28997",5,4,4,4,4,5,4,4,5,4,4,4
"28998",4,4,5,5,5,3,5,4,4,3,4,3
"28999",2,3,4,4,4,4,3,3,4,4,4,4
"29000",4,5,4,4,5,4,4,5,5,5,5,5
"29001",4,4,4,4,4,4,4,4,4,4,4,4
"29002",5,4,4,5,5,4,4,5,5,4,5,4
"29003",5,4,4,4,4,4,4,4,4,4,4,4
"29004",4,3,4,5,4,3,4,5,3,4,3,4
"29005",5,4,5,5,4,4,5,4,4,4,5,5
"29006",2,1,3,1,2,4,3,2,5,1,1,1
"29007",5,5,5,5,5,5,5,5,5,5,5,4
"29008",4,4,2,4,4,3,3,5,4,3,2,2
"29009",5,5,5,5,5,5,5,5,5,5,5,5
"29010",4,5,4,4,4,3,4,4,5,4,4,4
"29011",5,5,5,5,5,5,5,5,5,5,5,5
"29012",5,5,5,5,5,5,5,5,5,5,5,5
"29013",4,4,3,1,4,4,3,4,5,3,3,3
"29014",5,5,5,3,5,5,5,5,5,5,5,3
"29015",5,4,2,2,5,4,2,5,5,4,3,5
"29016",4,5,4,4,5,4,5,4,5,5,4,5
"29017",4,4,4,4,5,4,4,4,5,4,4,4
"29018",4,5,5,2,5,5,4,4,5,4,5,5
"29019",4,3,3,4,4,4,4,3,4,4,3,3
"29020",2,4,4,4,5,4,4,3,4,4,4,3
"29021",5,4,5,5,5,5,5,5,5,5,5,4
"29022",4,4,5,4,5,4,5,3,4,5,4,4
"29023",4,4,3,3,5,5,5,5,5,4,4,3
"29024",4,4,4,5,5,5,5,5,5,5,4,5
"29025",5,5,5,5,5,5,4,5,5,5,5,5
"29026",2,3,2,2,5,4,4,4,4,4,4,4
"29027",5,5,5,5,5,5,5,5,5,5,5,5
"29028",5,5,5,4,5,5,5,4,5,5,5,4
"29029",4,4,2,3,4,4,3,5,5,3,4,3
"29030",4,4,3,5,4,4,5,4,4,4,4,5
"29031",5,5,5,4,5,5,5,4,5,5,5,5
"29032",5,3,4,2,4,3,4,3,4,3,4,2
"29033",4,4,4,5,5,5,4,4,5,4,4,5
"29034",5,4,3,5,5,5,4,4,5,4,4,5
"29035",5,5,5,5,5,5,5,5,5,5,5,5
"29036",4,5,5,4,5,5,5,4,5,5,5,5
"29037",5,5,4,5,5,5,5,5,5,5,5,5
"29038",5,4,5,5,5,4,4,5,5,5,5,5
"29039",3,4,2,4,4,4,5,3,4,5,4,3
"29040",3,4,2,1,4,5,3,1,2,3,2,3
"29041",5,5,5,5,5,5,5,5,5,5,5,5
"29042",2,4,2,3,4,5,4,5,2,1,4,2
"29043",4,3,4,5,4,4,4,5,5,5,3,3
"29044",3,4,3,3,5,4,4,3,3,4,4,2
"29045",4,5,4,4,5,4,5,4,5,4,4,4
"29046",4,4,4,4,5,5,5,5,5,5,5,5
"29047",4,5,3,3,5,5,4,5,5,5,4,4
"29048",5,4,5,3,5,5,5,4,4,4,4,5
"29049",1,2,1,1,4,5,1,4,1,1,1,1
"29050",5,3,2,4,5,3,2,3,5,4,4,3
"29051",5,4,5,4,4,3,4,3,3,4,4,4
"29052",5,4,3,4,4,4,4,5,4,3,3,4
"29053",5,4,4,5,5,5,4,5,5,5,5,5
"29054",5,5,5,5,5,5,5,5,5,5,5,5
"29055",4,4,4,4,4,4,4,4,4,4,4,4
"29056",4,3,3,4,5,4,4,3,4,5,4,2
"29057",4,3,4,5,4,5,4,4,4,3,5,4
"29058",4,4,4,4,4,4,4,4,4,4,4,4
"29059",4,3,2,5,4,5,5,2,5,5,3,1
"29060",4,5,4,5,4,4,4,5,4,4,4,5
"29061",4,4,3,2,5,4,4,4,4,5,4,2
"29062",3,3,4,4,5,4,4,4,4,4,3,5
"29063",5,5,5,5,5,5,5,5,5,5,5,5
"29064",4,3,2,2,4,2,4,3,2,5,2,2
"29065",3,3,5,1,3,4,1,5,4,3,2,1
"29066",4,4,5,4,5,5,5,4,5,4,5,5
"29067",5,5,5,3,5,5,5,5,1,4,3,5
"29068",4,4,3,4,5,4,4,3,4,4,4,4
"29069",4,5,3,2,4,5,4,5,3,4,4,3
"29070",4,4,2,3,4,4,4,4,5,3,4,3
"29071",2,1,3,1,2,4,3,1,2,2,1,1
"29072",5,4,3,4,4,4,3,4,4,4,4,4
"29073",5,5,4,4,5,5,5,5,5,5,5,5
"29074",5,5,4,2,5,4,5,5,4,5,4,2
"29075",4,2,3,4,2,2,1,1,4,2,1,2
